hotel_name,rating,review_text,sentiment_score
Apartments Breydelhof,8.97857142857143,would great couple two terrace could use maintenance quite old would nice apartment way connect device least apartment well position right center place cute outdoor terrace wi fi quite poor might need use data time also get bit noisy night people walk home check time quite early apartment cute convenient still worth stay apartment spacious well decorate nice large bed wish could stayed longer one night close everything well easy find simple check definitely stay microwave bowl cooking stir food cutlery microwave accessible work top tall people would struggle head height quite restrictive door location apartment perfect lot rain nice able pop back town warm light quirkiness even bedroom demand bit concentration layout central clean tidy excellent location spacious use real bonus kitchen option eat aswell eat perfect location hospitality excellent clean tidy perfect heating winter night problem shower think air meant powerful however shower lovely soap shower gel shampoo provide location warm cosy apartment family four spending day walk around lovely come back apartment stylishly furnish lovely comfortable kitchen well make meal cooker microwave bathroom private excellent central location lift broke use great location close electronic entry easy arrange would information apartment example work heating password visit would nice extra property spacious lovely place right apartment charm double high quaint medieval style keep water pressure shower could bit water shower drain husband checked advance u guess longer problem door already lose coat paint water everything great get code front door apartment check easy door found absolutely beautiful apartment full kitchen perfectly well mine home everything clean location stun step door turn left directly spot sight live closer comfortable extra awesome stay minor note coffee maker provide fair style coffee awful problem style much prefer least u cozy apartment well perfect location next provide apartment bed upstairs loft relatively low ceiling fine u bathroom small shower inclusive nice work great u rain provide cooking want super easy check also late arrival time would definitely recommend stay bathroom small difficult keep water shower area steep mezzanine bedroom characterful apartment convenient location visit old town well comfortable apartment old quirky building shower door kitchen maybe couple extra shelf bathroom location security cleanliness privacy issue double one curtain would solve get bitten location location location quirky decoration comfortable bed draw might want consider light push pad outer entrance door accommodation excellent close parking husband tall loft apartment low think height location perfect use free charge great bit hard u great location close everything nice light big bathroom lovely kitchen could clearer know get two double upstairs space may suitable two privacy work u though location perfect fish market away underground public parking end road receive easy access apartment clean well short stay choice read information mail owner definitely give pause go thankfully lovely name holiday apartment bleak tale never met ask clever use space large comfy bed gallery well kitchen area comfy lounge area spotless wet translucent shower door kitchen reduce level privacy may lovely garden courtyard air silently well atmospheric provide folder information correspondence via mail need exchange helpfully secure luggage store early late secure bike storage court yard central city noise completely within road quiet highly recommend please careful go upstairs easy bang head thought location great easy check happy able leave room clean comfortable well bed thank provide nice bed quirky charm accommodation slap bang middle pleasant large terrace upstairs loft sleep perilous mezzanine bedroom drinking beer night toilet bathroom downstairs next kitchen player excellent location minute walk famous view parking around corner day cosy flat nicely decorate decent kitchen good shower comfortable bed drawer bed amaze courtyard nice addition must around town place clean comfortable location well come home cover location amaze freedom self lovely staff low lack adequate stay provide duck climb bitten badly stay thought later doctor bed early seven two broken furniture left front door location convenient free nice perk,0.348
Apartments Pushkin,9.799999999999999,kind let get apartment time friendliness helpfulness nice comfortable apartment apartment spacious clean comfortable bed within min walk station host lady nice everything go really well great value money station min walk clean host friendly one super market near apartment fast food thing would change add kitchen area bit annoyance wake early morning due light shin small criticism great apartment nonetheless brilliant excellent accommodation excellent interest person total joy speak welcome accommodation great location clean modern perfect stay everything good,0.5675
Appart Mons City Concept - Terrasse & Grand-Place,9.857142857142858,n great city center well terrace sun end day even dutch big movie apartment true conveniently nothing negative fantastic location stylish interior high level comfort spotless comfortable perfect location friendly highly recommend place nothing everything check check beautiful weather make use terrace everything perfect everything look home would definitely recommend apartment wonderful balcony large living great business couple holiday close city center plenty within walk,0.4915
AppartHotel Belle Vue,7.525,broken shower satisfactory apart bathroom also nice restaurant probably place town eat even staff friendly la pretty place entry car park narrow building good restaurant good level parking strong thin big nice shower television cable terrestrial aerial picture un watchable sure many business like keen catch news want relax watch entertainment comfortable clean staff reception extremely helpful get chance use restaurant breakfast good atmosphere bar nice food excellent wine selection restaurant breakfast bit limited include cheap price water take long heat shower maybe top floor rather wasteful helpful responsive staff room quite big apartment nice private parking despite middle city entrance private parking narrow even small car road due massive traffic jam around tire sustain damage car side entrance drive parking examination entrance many scrap side entrance evident sustain damage entrance parking street front possible though free fairly busy street thus assurance car either restaurant good food reasonable staff friendly best accommodate spite language barrier however couple staff speak reasonable enough facilitate communication room clean comfortable bed pleasantly surround area work class drab knew breakfast could make little effort provide kettle two instant coffee morning week every day really old thin plastic glass provide twice shower floor terribly slippery slopy awful neck still last least pay advance first even air air conditioner work noisy place could sleep well many lady reception de difference staff entrance parking extremely narrow avoid scratch car personally guidance go straight suitable big normal size clean quiet back property eager help receptionist calmly access main entrance do code keep memorize bathroom take get hot water shower call hot oh careful bed hurt bumping bed structure stick mattress big bruise tibia today good breakfast staff nice outside good look parking lot via code even bit far away easy access city saturate term traffic good point staff stayed chat try pay breakfast leave set nicely comfy bed location easy get area breakfast buffet plenty upon arrival check air work either small refrigerator either reception could give solution use personal network cable connect wall socket thus able towards unbearable heat air work could open balcony throughout night result entry fry night find acceptable book suite upon arrival work main air checked offering web direction first night totally passive react next day understand late excuse solve anything friendly staff face restaurant varied menu elaborate existence park although yes get go door fairly narrow corridor careful receptionist friendly helpful spoke room small modern cozy clean breakfast fad great variety choose good coffee private parking much would stay gladly recommend excellent breakfast nice staff helpful problem work fix stay nice quite location clean tidy friendly people run restaurant downstairs delicious food service nice friendly good hi tech private parking chance go restaurant far could see really nice nothing found brilliant staff excellent apartment lovely clean good space eat restaurant food service excellent every aspect make new best friend cat side thank,0.33149999999999996
Appartement Chez Agnes,9.2,wash machine would good everything great host sister husband helpful would definitely recommend property understand fault hostess park car could reason book hostess clean apartment big cozy really clean easily accommodate couple small family everything necessary nice comfortable stay good purpose visit anyway bus connection city center lot space problem hilly bathroom master bedroom nothing everything perfect apartment clean give u warm welcome flexible arrival departure time also wish prepare sleep place sofa one bed,0.372
Appartement Les Bleuets,9.4,everything excellent comfortable clean duplex super kitchen perfect location city center nice view river old castle free parking nearby property amaze location view la caste river well everything one need feel home close nice bakery close well entrance bit steep carry large luggage nothing aware main bedroom bathroom share space divider bath great view across castle bedroom separate shower beautifully apartment close town great view river castle although small floor area apartment never felt cramped main bedroom good size lounge kitchen comfortable family logistics easy extremely clean free parking available road park free min front load unload open walk within easy reach enjoyable stay place,0.475
Appartement Moliere,9.55,apartment amaze area parking space never issue grocery pharmacy public transportation available around corner nice apartment place certainly recommend nothing everything kitchen hall main living sleep area two big living much well room stylish place nice peaceful location light living rather dark tub front seem hot water furnish high standard everything spotless television kitchen easy work layout bit unique however part charm everything superlative clean space modern kitchen coffee tea house easy get apartment sink toilet shower bath difficult use also net bathroom fine clearer book although parking change parking permit practical away although feel secure possible access lock via lift spacious well furnish everything clean peaceful location outside main city good transport availability,0.3075
Appartement Seaview Bunnenplein,8.066666666666666,clean location great nice helpful apt since take day feel comfortable heating good extra bathroom heat well though hot water one shower apt comfortable newly decorate tastefully felt like home clean well kept thick duvet warm comfy heating fast even coffee wine water u felt single bedroom felt bit overcrowd double bed wobbly felt bit unstable excellent location close main shopping area beach across street nice living well kitchen,0.421
Appartement224,9.666666666666666,breakfast price spacious clean quite middle nowhere bad car easily middle within perfect even expectation nothing host breakfast calm place perfect place sleep well family quick easy communication host amazingly friendly easy go perfect negative positivity excellent service arrive good apartment u day excellent breakfast anda also typical beer thank much come back furniture old big location good car everything location food breakfast,0.439
Ardenne B&B,9.575,location bit outside city easy car bike need climb hill order reach place beautifully decorate modern set perfectly clean bathroom speck dust found separate entry guest section give opportunity guest privacy friendly host welcome pool available use really breakfast come homemade fresh bread definitely enough start day tasty good breakfast style home make pleasant adorable opportunity enjoy good live performance classical music chopin impeccable cleanliness super location splendid walk nature extremely comfortable suite fully recommend well nice quiet area ideal visit surroundings spacious clean well friendly welcome breakfast delicious superb breakfast stun view host polite nice bit difficult find specially dark sign entry nice kind dog adorable felt good place rest day enjoy nature around visible advertisement name take u min find right place book simply location near la en really modern house middle forest everything modern clean highlight excellent breakfast recommend place weekend also bought honey produce place super quite helpful super nice kind calm surroundings fresh air peaceful cosy great sleep super tasty local food breakfast nice stay,0.5585
Ardn-bnb Eglise,9.454545454545455,well good arrival sound proof provide door probably reason unfortunately upstairs courteous marathon every morning gorgeous view castle nice kitchen fully modern furniture big cosy night spar nearby fluffy helpful host local beer assortment upon arrival great start point multiple nature sure get route map tourist around corner close lot host also laundry washer almost felt like covid holiday great stay ideal location town apartment clean well stylish comfortable fantastic view castle bonus hesitate book everything great apartment exactly show well furnish minus side building creaky quite bit noise host easy reach helpful kitchen well may suggest cheese grater location top notch right close supermarket really comfortable cozy place apartment castle view excellent spacious cosy equipment necessary kitchen great prepare close location convenient right close easy efficient communication terrace great view gladly come back even small vacuum manual brush clean floor little one would useful would suggest even cheap automatic robot would would great addition clean necessary available great location view castle church start point regional near spacious modern apartment like complimentary beer cosy even tree turn upwards otherwise door open extremely quiet supermarket right around corner nothing apartment help summertime every night quite loud music talk explain history village twenty excellent quality interior finish available like tea coffee wash liquid la oil cook shampoo even surprise also account use location spot right city within minute get food supermarket fresh bread bakery pick pizza visit tourist information plenty parking un load short walk free parking dishwasher dishwasher available clean make excellent family four plenty space helpful high standard good,0.3825
Aris Grand Place Hotel,8.466442953020135,tell hardly feel category bit big would nice may lame figure water bathtub go tell reception take care location location location fantastic min walk grand place mostly cover foot within radius nice view extremely courteous definitely book recommend top one main street downtown close central station clean comfortable staff kind close one restaurant first dirty bathroom really comfortable great staff thankful early check ready thank much rather noisy night perhaps unavoidable city location friendly helpful staff nothing like staff friendly helpful excellent location everything stayed family spacious really clean would definitely stay perfect location difficult get proper temperature water shower ca noisy felt like airplane night long second night turn get cold place great bed comfortable bathroom situate city center literally everything super close front desk staff get woman man glass night really best helpful really best thank whole staff make weekend enjoyable bath work shower pressure hardly water come shower head location great near station step grand place comfortable complimentary coffee tea location location fantastic near near grand palace near restaurant shop minute walk grand palace need round view also good superb water temperature shower really hard control light sleeper could hard hear happen outside luckily really bother well almost everything walk clean nice shower sound come toilet water run across non stop day night location best size good staff helpful also downstairs bakery nice good quality value money location excellent staff dirty noisy street great location hard find please include street address readable map issue street noise street street level therefore impossible use without without could see people walk bed location perfect short walk train station speed good staff friendly actually location also good like walk commission away also use public transportation good location good breakfast entrance foyer rather justice rest wonderful location convenient central station shopping great location heart walk distance major cleanness bathroom desk central good communication staff stay single night fly home location really great basically historic heart city close central station make get airport breeze easy spend couple morning explore city take train airport staff friendly helpful comfortable clean amaze location right easy walk everything water noise right next clean extremely friendly staff issue shower water either hot cold difficult find right balance end get clean stay nice selection food taste great well price location give guess small cold air effective window old type get cold night price unacceptable breakfast good bed quite comfortable also literally center good noise taxi could reach need carry walk reach clean friendly staff center city price high accommodation average breakfast excellent location close gare central right pedestrian area water shower enough pressure difficult regulate temperature due central location bit noisy location location location large bathroom basic would nice know shower awful toilet breakfast good bed location amaze fantastic location friendly multilingual staff parking nearby nice improvement bar vend bar center enough open easy access soap complimentary toiletry roll carry steady slope central train station milling easy fault square area breakfast adequate delicious stay one day might become bit limited location fabulous grand palace right around corner museum fine within easy walk distance many chocolate staff friendly helpful spoke good smoothly safely kept luggage several checked provide non functional amaze location could see top grand place brilliant location staff friendly knowledgeable local thank much wonderful time absolutely recommend nothing complain star standard expect location next grand place central railway station nice clean good value money excellent location historic area near place vibrant lot nearby clean modern helpful staff big comfortable bed essential room toilet slipper refrigerator kettle poor breakfast cost high comparison size nearby staff friendly location good center near grand place coffee machine kettle location great away central station place bed bathroom clean quiet comfortable location perfect minute walk grand place central train station breakfast good well love bathroom big shower bath clean well shower curtain like also comfortable location grand place hotel prefect right right city easy get public transport lot around room good size face ally hear anything breakfast good great location polite people clean downfall one taxi cannot stop front door location best local bonus local tour shop next door fantastic door step would definitely recommend stay nice cool hot work make plenty cool enough street loud night kept u compliant rest really amaze much report fear would move u would lose perfect view blame beautiful view polite staff great breakfast easy walk everywhere go center near grand place staff go way accommodate back water pressure amaze bed like sleep cloud sound proof set right middle everything location come back one afternoon find maid left door lie wide open sign clearly make forgot close door thankfully safe amaze location one street behind grand place clean sturdy nice powerful shower staff friendly nothing come mind great location easy find friendly staff reasonable price wardrobe toilet small constant leak conveniently situate near central rail station incident one tall white guy even though shift end leave make business harass u try get hot water spoon tea brought instead try help make u feel unwelcome u like rob place attitude condescend thankfully receptionist present behalf u get need staff great nothing think spacious nicely do well near train station close breakfast bit poor taste good best staff work super friendly helpful location excellent also good quite comfortable would good tea make good take travel kettle breakfast good good able reach pedestrian zone public bit limit heart fair value price nice staff behind grand place noisy nothing really perfectly lovely little guess tea would nice expect star necessarily location great staff lovely comfy clean good service noise outside minimal stylish lounge good breakfast would definitely recommend pillow comfortable great location close major clean good price provide come breakfast area quite late could find clean table breakfast also food longer available complain fairness cost breakfast rate morning good table plenty food available great location staff friendly clean comfortable nice right center little bit expensive location worth nothing complain price staff breakfast area nice location location location thought breakfast could well also warm even air location staff friendly helpful noise sleep yell outside night breakfast mediocre cold boil old soft free frozen middle taxi get difficult walk fortunately able pay guest walk u train station carry luggage u fortunately wasnt clean nice size tub hot water close comfortable lovely front desk personnel bathroom tub wall high location perfect bed comfortable addition nothing location great near grand place central station fine good choice breakfast continental fruit staff friendly small even fit big washroom heater good center little bit walk tain station luggage nice helpful staff reception location big add window ground floor face directly street side end close privacy good breakfast could pretty big comfortable location best part easy walk touristic central station good also must visit helpful friendly staff bathroom upstairs location great size also nice could well ventilation bathroom perfect location friendly stuff nice breakfast comfortable knew check staff great allow leave luggage check time go around come back make wait close ready follow time actually give especially huge time difference really need lie bit rest location location location central grand palace great everywhere despite fact right middle everything sleep would disturbed noise bed comfortable breakfast good little dusty dirty around great location great value great location good breakfast everything nothing special everything nothing special nothing complain good location family didnt refrigerator location bit old still good staff professional nice mobile electric heater bathroom tea coffee sam reception excellent best coffee town best dinner location really center noise night bed comfortable good nice place clean credit card reasonable however great location clean comfortable friendly staff overseas flight would early check possible excellent location sparkle clean surprisingly quiet breakfast large good quality perfect location well nice breakfast nice staff clear would highly recommend view apartment cleaning localization nothing much like little bit expensive level normal price location good close train station easy go everywhere comfortable nice location great near central station convenient access transport grand place even two minute walk away easy comfortable walk around part town staff helpful printing documentation could show speak th floor bathroom shower need stay little bent excellent breakfast location perfect location behind grand place good little outdated location superb shower shower bath little move shower location perfect clean walk distance train station would definitely stay point view service could consider high rate good position increase quality price polite stuff great professional staff typical budget stay wonderful location superb location good breakfast really good breakfast location perfect center town center tea water boiler attic big comfortable location great near central station pedestrian zone lot around walk distance almost every charge near bed put charger floor use cleaner cleaning location excellent location really perfect central everything staff friendly helpful tremendously lovely enjoy pedestrian area walk taxi kettle would great go back forth breakfast area get hot water great location central sound isolation good enough noisy day stayed king poor breakfast old building bathroom old broken bed quite comfortable choice expensive get central location nice staff soap shampoo cold great location central location make short break much well location perfect wonderful always stay possible come try stop new reception great kettle tea coffee bring adapter old two pin thinner get everything good nice amaze staff location perfect tea coffee kettle breakfast unfairly shower loose stay still location ideal right city ask well location far top location location phone work location staff breakfast good excellent location clean place definitely quite noisy close grand place location everything perfect location much middle everything staff friendly helpful counter staff rude noisy poor breakfast buffet breakfast lobby nicely furnish come location perfect location good close grand place minute walk station nothing everything book hardly work one door inconvenient told maintenance man manager already left day crazy people book reception guy definite air act like well everyone else say report fix next day apparently available u move say change afternoon fix day next apology clearly care th birthday trip spoilt attempt compensate disappointment also open close one stuck half way slept badly light come morning also lot noise tire tatty would stay location great close station close grand place well property great breakfast comfortable bed hotel come buffet breakfast everyday maybe alternate protein everyday location best staff amaze location great close train station close helpful staff location heart city view window fantastic walk main train station room well design clean careful shower water temperature change suddenly fabulous location fabulous breakfast noise difficulty access nothing told ready come back much impression ready policy make wait check time get buzzing round slop thick dust dirt go ask different touch anything wonder would told change fact touch something told dirty shadow despite u say brush man reception continued argue nevertheless come later man reception continued argue speak manager u late check later even return receptionist still wrong dirty also noisy poor night sleep loud shout street location good close grand place lot nearby easy walk centrale station exactly nothing dislike stay last minute decision regret price quality excellent check quick staff extremely friendly give choice central would book would recommend anyone absolutely nothing everything marvelous perfect centrally less train station beautifully decorate great size bathroom comfortable staff helpful polite great help forgot mine expensive level quality good first book later alma location good similar one book however good large king whatever didnt make sense even close light lot noise besides could stayed less price first time book book must say location breakfast location good staff kindly helpful water shower drain away well situate shower bit oddly get floor bathroom bit wet location amaze one block away grand place spacious everything clean great value money get corner th floor great view breakfast good staff friendly parking lot less two away would definitely stay tea make basic functional breakfast adequate nothing unpleasant nothing particularly nice worthy recommendation dependable budget option central location location excellent staff friendly parking cost night grout fall bathroom also difficult control temperature water shower hot nearly boil bed miss foot one corner hard breakfast good unfortunately give attic bathtub narrow difficult someone shower properly could give u well u location fantastic away central station grand market clean use bath great make well clean unfortunately give attic bathtub narrow difficult someone shower properly notice middle next spacious normal size big feel book several night could give well size wife child besides would stay location tour book company literally next door convenient could well breakfast awful coffee location city quiet location best excellent breakfast mind blowing breakfast good coffee comfy bed clean actually everything maybe one small introduce water breakfast coffee tea maybe see place stay location absolutely great behind grand place really comfortable nice guess pretty recently breakfast good varied staff kind many stay price range number would definitely choose nothing everything good staff friendly super comfortable clean breakfast good variety food location amaze behind grand place lovely general price fair think location quality service certainly come back next time nothing perfect location lovely room ground floor face street poor wi fi anywhere near bed shower curtain work location excellent could cleaner position nice great location rich breakfast staff professional helpful smile lot nicely warm great location nice staff basic plastic trip around street great central location,0.3935
Art de Sejour - B&B,9.886486486486486,everything exceptional beautifully design excellent breakfast super friendly treatment location walk grand place definitely stay come visit immaculately clean quiet comfortable wonderful host make delicious breakfast u use help serve nice touch host serve u map orientation walk around area find also provide list great stay art de nothing excellent wonderful position next city owner kind professional ask well everything style kindness cleaning elegant modern big stylish high quality breakfast late check additional charge incredibly thoughtful hospitable welcome host incredibly good care make sure comfortable need met also go beyond make sure hygiene health kept covid time health safety everyone spotlessly clean incredibly comfortable location perfect short walk distance city many interest also quiet enough good night sleep public parking also conveniently across street great u since travel car look clean comfortable hospitable stay recommend art de enough nothing property brilliantly unbelievable host efficient time interest bathtub bottom rather conventional tap beautifully back window garden fairy lit night breakfast individually prepared person plentiful fresh would definitely recommend art de anyone five star experience amaze accommodation far best previous excellent location close everything host give u little map din turn great would definitely stay spacious well host wonderful perfect breakfast bathtub breakfast location course host ideal property perfectly main tourist minute walk away spacious shower amaze large comfortable double bed simply amaze host offering range morning inclusive bar give map talk must see tourist trap two night enough shall soon rough nearby breakfast make order view fresh every morning fresh make fruit salad plentiful crusty delicious nothing feel total privacy yet know someone help need everything well thought coffee maker roomy spotless warm light wonderful wake aroma baking downstairs would highly recommend area outside undergo host control long term good thing business beautiful property well situate walk around city beautiful artistic blend old new high standard could fault thing large even dress area tea coffee maker complimentary bathroom modern walk shower dress smelt divine wonderful host spent time explain visit around city avoid chose stay husband stayed night everything property first thing clean smell walk architecture well thought tall clean artistic smell delicious second thing breakfast vitamin every morning trick finally host best u everything walk see get best best food stay everything look surely visit nothing would go room bed large roomy well lovely nice one floor everything include already water modern set well clean lovely fluffy good u tall people amaze helpful see lot thought go place set helpful go see also really helpful one day night move communication book onwards great responsive breakfast light breakfast bit easy find middle everything within walk distance train station everything perfect one best stayed great night sleep one night enough exceptional service attention every little detail breakfast design cleanliness unfortunately late check unavailable day departure cold outside absolutely stay last week well star thank much location conveniently close grand place station area also felt safe quiet sometimes end go walk late night room spacious elegant well lit decorate nicely ceiling really high bed comfortable blackout end sleep like baby bed smell nice fresh computer mac able use browse even wi fi fast coffee machine tea provide milk also available soft water available really provide next coffee machine shower toilet provide nice touch provide clean fresh smell toilet sink clean pristine condition waterfall shower felt nice breakfast forward breakfast every morning breakfast always clean ambience comfy cutlery also nice clean owner would make u first thing fun refresh choose fruit salad go straight hot food would always fruit salad first say sweet fresh non slimy see picture bread provide butter different choose cook preference stay everything amaze host wonderful perfect location nice think twice enjoy stay say anything like wonderful host great location breakfast clean beautifully decorate lovely bathroom machine complimentary soft would definitely come back thing slightly let selection breakfast rather hard would toast option would stop u everything great nothing everything beautifully comfortable bed lot space amaze water pressure shower air vital close everything amaze host think one negative big small make art delightful gem heavenly coffee delicious luxurious bedding quiet cool atmosphere perfect experience everything fault magnificent spacious comfortable super clean breakfast amaze pleasant din exceptional host welcome helpful suggest nice visit cannot wait go back welcome location perfect helpful point interest large comfortable great coffee machine selection daily breakfast simple refresh additional sample fresh juice every morning delicious lovingly felt like home home overall really amaze property awesome place owner accommodate due little later leave super early spectacular owner sit u give city go breakfast really nice touch due u arrive airport nothing nice modern clean super friendly stuff fantastic breakfast nothing everything excellent prepared order nothing add apart previous everything breakfast helpfulness owner superb nothing everything absolutely nothing wonderful host give u lot eat practical information tourist give u delicious breakfast spotlessly clean quiet comfortable would definitely stay thank n location excellent close interest breakfast something look forward perfect host provide u map may like visit spoil certainly gorgeous extremely clean comfortable wonderful bathroom bed comfortable high quality fabulous breakfast personally make guest great location place train station corner one word perfection stay short start tea coffee check map awesome heavenly shower third establishment stayed wish could spent time breakfast u blueberry banana breakfast fruit although smoke salmon far favorite place felt totally pamper dog lucky enough meet adorable stylish apartment modern nonetheless complementary heritage nothing spacious clean delicious breakfast excellent restaurant nothing like host delightful accommodation hospitality top notch breakfast lovely bathroom shower orientation city excellent would absolutely stay thing everything comfortable great breakfast wonderful host breakfast excellent host departure time make breakfast early nothing like host delightful accommodation hospitality top notch breakfast lovely would absolutely stay spent one night say enough good bathroom shower staff breakfast orientation city excellent nothing like everything perfect renovation modern stylish elegant bed extremely comfortable breakfast delicious wonderful fabulous attention every detail host friendly helpful make healthy breakfast well expectation nice computer machine grand shower felt luxurious calm comfortable space within walk distance whole place perfect much complain great place highly check stayed art de two night march th central station take taxi cost u host absolutely wonderful make feel comfortable would open last check time per reservation even though past response time less nice elevator breakfast selection quite adequate able get foot would definitely recommend honestly nothing like travel least year past never found property like customer service degree totally year ago perfect location simple gorgeous throughout nothing high end like provide bedding king size large like separate bedroom walk large hallway closet space storage coffee tea maker refrigerator provide free water bowl high end bathroom roomy large walk shower lot space put bathrobe provide daily high end one rental per floor floor quiet hear outside traffic noise rental breakfast provide delicious give choice eat meat cheese fruit assort small buffet owner exceptional local guide previous use guide reasonable hour walk tour guide tour owner provide u list nearby reasonable great food ate found excellent large split find van go airport company u knew reliable order van even get make sure van give u sack breakfast customer service go way beyond anything ever street busy still great night sleep despite noise eventually night everything little provide breakfast perfect peaceful day sight see stay nothing find fault helpful breakfast lovely room outstanding ticked attention detail amaze shame stayed one night perfect extension previous night stay book total three night review night review read trip excellent found quality building food exceptional trip friendly detailed timely interaction extremely helpful begin way end visit change anything time art de u art de one best visit perfect read trip excellent found quality building food exceptional trip friendly detailed timely interaction extremely helpful begin way end visit change anything time art de u art de one best visit nothing nothing like property minute knew struck gold amaze home breakfast amaze amaze host think anything negative beautiful really big comfortable bed bathroom spotless really good selection free water well tea coffee plus also plenty space store clothes breakfast excellent fresh juice really nice bread u helpful give u map eat drink go one great would stay next time team welcome efficient late arrival friendly manner found ambience stylish comfortable breakfast fresh comprehensive style location convenient major transport interest nothing wonderful spotless property beautiful large stylish welcome give u great map visit good nothing art de best nothing fantastic surprise accommodation excellent little slow review stayed art de mid august would highly recommend bed breakfast central tourist old part absolutely amaze helpful welcome eat drink best way get airport room modern clean beautiful also spacious despite road quiet amaze super friendly host nothing much trouble excellent value money fabulous heart stone throw grand place would highly recommend little gem great friendly host willing show accord much love place tidy comfortable shower perfect breakfast nice fresh bread choice place remember road quite noisy fault lovely friendly service stylishly decorate comfortable lot attention detail nice tasty breakfast proprietor friendly hard make welcome make breakfast way want building tastefully furnish easy walk place many central station travel lot really find anything amaze perfect host extremely stressful totally relaxed special place luxurious every morning amaze breakfast even get know everything surroundings make much thought put check beautiful red door breakfast surprise every day centrally left hop skip jump city right subway perfect way start trip place individual approach landlord everything art de clean spacious bathroom include luxurious bed delicious coffee bar delicious everything great one night wish able stay bit longer give u kitchen input upcoming remodel thank everything husband thoroughly stay gracious welcome impeccable host everything top notch felt excellent bed comfortable sparkle clean host welcome strongly recommend place exceptional take great care u day stay give u told u go base late receive u every morning wonderful breakfast delicious food spacious super comfortable great big bed coffee machine food drink everyday already miss art de nothing large beautiful place justice blown away big come great price value lovely host well would stay heart beat far best stay ever travel work group people different everyone agree everything perfect super spacious comfortable beautifully decorate last detail breakfast varied fresh natural delicious host amaze location convenient close major variety close definitely try stay next visit host excellent job,0.46549999999999997
Atrium,9.854166666666666,much dislike view worth money location excellent would recommend minor parking front house partly payable though free parking foot away dishwasher weak tasteful clean comfortable interior spacious sunny terrace proximity main square around corner plenty parking space front super friendly host smooth key provide useful material information region two city special breakfast one terrace even welcome touch extra little thoughtful great apartment come back long day cycling nothing would come take every step make stay comfortable stayed wife period night due work quite happy stay reason place get high rating every stuff need long stay kitchen toaster oven coffee machine also host really stay mean say genuinely business service assist information need attitude everyone welcome happy say location equally good car bicycle parking street overall good stay comfortable apartment excellent host lovely little unexpected thrown would highly recommend property much definitely fabulous apartment right town wonderful great host perfect space brief stay really high standard lovely welcome package wine beer water also two fabulous would perfect relaxed even later year cold rainy genuinely fault anything good much look forward top job round apartment star accommodation beautifully furnish great outdoor conveniently train station minute walk short stroll gate street parking expensive day free parking accessible daytime overnight street free fine apartment location road cloth hall around corner gate lovely welcome two nice old perfect excellent give u wonderful reception tour lovely apartment walk main square apartment spotlessly clean homely roof front back meant could sit take even breakfast would highly recommend lovely apartment park car fair way apartment avoid parking location first class close everything would nice couple day thats superb terrace side apartment top floor lift get nice quiet short walk center spar shop road lift small weak location amaze explore surround area eat breakfast outside terrace every morning bed amazingly comfortable apartment owner give clear meet even met u outside front property make one easy genuine warm welcome receive apartment make best holiday sixth year apartment spotless location add bonus two meant pleasant place relax unwind bed comfortable beautiful fabulous apartment perfect location two beautiful lovely well clean comfy bed welcome helpful absolutely excellent location short walk major easy parking room really good two front back town owner could helpful pleasant travel especially visit war attend gate ceremony apartment comfortable every facility good important parking street free couple mid day otherwise one per hour highly warm welcome elevator bit dirty hall ground floor quite smelly course host responsible due cobble stone traffic bit loud bedroom however back building hear thing perfect tiny clean comfortable attic heart two beautiful unfortunately could enjoy outdoor seat imagine pleasant must sit outside enjoy view coffee wine apartment th floor small functional host extremely kind helpful even left breakfast lot visit war easy find street parking outside main door apartment next gate cathedral great place definitely go back nothing hope return time warm helpful welcome apartment lovely clean comfortable great stun cloth hall outstanding property location even drink onto terrace bonus one rarely found nothing everything perfect second stay atrium everything perfect friendly helpful host location excellent apartment wonderful city thought everything make stay pleasant one comfortable bed wonderful terrace enjoy sunshine back bad smell terrace excellent location short walk distance ideal apartment couple short stay host friendly accommodate make certain everything perfect stay,0.45249999999999996
